0.0,-0.03986157
-10.0,-0.08173653
-20.0,-0.09660963
-30.0,-0.1039571
-40.0,-0.1150823
-50.0,-0.1247392
-60.0,-0.1298451
-70.0,-0.14270970000000002
-80.0,-0.1521549
-90.0,-0.1591984
-100.0,-0.1708996
-110.0,-0.18459199999999998
-120.0,-0.1918356
-130.0,-0.2008167
-140.0,-0.2116675
-150.0,-0.21678429999999999
-160.0,-0.2257731
-170.0,-0.23636680000000002
-180.0,-0.24259110000000003
-190.0,-0.2525727
-200.0,-0.2595054
-210.0,-0.26632649999999997
-220.0,-0.2759601
-230.0,-0.28048069999999997
-240.0,-0.2909328
-250.0,-0.29720040000000003
-260.0,-0.3029817
-270.0,-0.31216940000000004
-280.0,-0.31758010000000003
-290.0,-0.3259072
-300.0,-0.3342097
-310.0,-0.34251719999999997
-320.0,-0.3489645
-330.0,-0.3595026
-340.0,-0.3667014
-350.0,-0.37656290000000003
-360.0,-0.3865929
-370.0,-0.3973755
-380.0,-0.4081897
-390.0,-0.4185137
-400.0,-0.43305010000000005
-410.0,-0.4436541
-420.0,-0.4589704
-430.0,-0.47319330000000004
-440.0,-0.48761090000000007
-450.0,-0.5054453
-460.0,-0.5210762999999999
-470.0,-0.5392488
-480.0,-0.5592404
-490.0,-0.5795777999999999
-500.0,-0.599395
-510.0,-0.623337
-520.0,-0.6473451
-530.0,-0.6721956
-540.0,-0.6984252
-550.0,-0.7279002
-560.0,-0.7574948
-570.0,-0.7878504
-580.0,-0.8215153999999999
-590.0,-0.8575232
-600.0,-0.8944677
-610.0,-0.9323232
-620.0,-0.9739469999999999
-630.0,-1.016367
-640.0,-1.0628119999999999
-650.0,-1.1110550000000001
-660.0,-1.161485
-670.0,-1.214082
-680.0,-1.271623
-690.0,-1.330952
-700.0,-1.393579
-710.0,-1.45915
-720.0,-1.529434
-730.0,-1.602903
-740.0,-1.6779840000000001
-750.0,-1.75964
-760.0,-1.845064
-770.0,-1.935713
-780.0,-2.030847
-790.0,-2.1283410000000003
-800.0,-2.233674
